product_name,product_brand,product_model,chipset,ram,graphics,webcams,connectivities,batteries,adapters,operating_system,dimentions,weight,product_price
DELL LATITUDE 15-3520 15.6 INCH HD DISPLAY INTEL CORE I5 1135G7 11TH GEN 8GB RAM 500GB SSD LAPTOP,Dell,Latitude 15-3520,"Intel Core i5 1135G7 (8MB Cache, 2.40 GHz up to
4.20 GHz)","8GB DDR4 3200 MHz RAM
","Integrated Intel UHD Graphics
","720p at 30 fps HD camera, single integrated microphone","Wi-Fi 6 AX201 2x2 802.11ax 160MHz, Intel Dual Band
2x2, 802.11ax","3 Cell, 41 Wh, ExpressCharge™ Capable
","65W AC rugged adapter, 4.5mm barrel, E4
",Free Dos,"Height: 0.71 in. (18.06 mm)
Width: 14.2 in. (361 mm)
Depth: 9.5 in. (240.9 mm)",Starting Weight: 3.95 lbs. (1.79 kg),"72,500৳"
Walton Tamarind MX711G 14 inch Full HD Display Core i7 11th gen 8GB RAM 512GB SSD Laptop,Walton,Tamarind MX711G,"Intel Core i7-1165G7 processor (1.2GHz - 2.8GHz, up to 4.7GHz)
","Installed RAM : 1 x 8GB DDR4 3200MHz SODIMM RAM 
Total RAM Slot: 2 
Max. RAM Support : Expandable memory up to 32GB ","Intel Iris Xe Graphics
",1.0M HD video camera (Windows Hello Camera optional),"Built-in 10/100/1000Mb Base-TX Ethernet LAN 
Dual-Band Wireless, 1x1 AC + BT 5.0 ","Embedded 4 cells Smart Lithium-Ion Battery pack, 49WH 
Battery Life: 480minutes","Full Range AC adapter, AC in 110~240V, 50~60Hz 
DC output 19V, 3.42A, 65W
","Genuine Windows 11
",Height: 17.6mm  Width: 324.9mm  Depth: 225mm ,Weight: 1.40kg ,"102,500৳"
Asus VivoBook 14 X415FA 14 inch Full HD Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,Asus,VivoBook 14 X415FA,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)
","4GB DDR4 RAM (Extra Ram Slot Available For Expand)
","Intel UHD Graphics
",VGA camera,Wi-Fi 5(802.11ac) ,"37WHrs, 2 Cell Battery
","ø4.0, 33W AC Adapter, 
Output: 19V DC, 1.75A, 33W, 
Input: 100-240V AC 50/60Hz universal 
","Windows 11 Home
","32.54 x 21.60 x 1.99 cm 
(12.81"" x 8.50"" x 0.78"")
","1.60 kg
","49,500৳"
ASUS VIVOBOOK PRO 15 M3500QC-DB71 15.6 INCH FULL HD OLED DISPLAY RYZEN 7 5800H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS,Asus,M3500QC,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","16GB DDR4 onboard
",NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,720p HD camera,"Wi-Fi 6 (802.11ax)
",63 Wh 3-cells lithium-polymer battery,"ø4.5, 120W AC Adapter, Output: 19V DC, 6.3A, 120W, Input: 100~240V AC 50/60Hz universal
","Windows 10 64-Bit
","35.98 x 23.53 x 1.89 ~ 1.99 cm
","Weight: 1.65 kg (With Battery)
","149,500৳"
Asus VivoBook 14 X415FA 14 inch Full HD Display Core i3 10th Gen 4GB RAM 256GB SSD Laptop,Asus,VivoBook 14 X415FA,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)
","4GB DDR4 RAM (Extra Ram Slot Available For Expand)
","Intel UHD Graphics
",VGA camera,Wi-Fi 5(802.11ac) ,"37WHrs, 2 Cell Battery
","ø4.0, 33W AC Adapter, 
Output: 19V DC, 1.75A, 33W, 
Input: 100-240V AC 50/60Hz universal 
","Windows 11 Home
","32.54 x 21.60 x 1.99 cm 
(12.81"" x 8.50"" x 0.78"")
","1.60 kg
","52,500৳"
ASUS X415KA INTEL CDC N4500 14.0 INCH INTEL CELERON FULL HD DISPLAY 4GB RAM 1TB HDD LAPTOP,Asus,X415KA,"Intel Celeron cdc n4500 
Base Frequency
1.10 GHz
Max Turbo Frequency
2.80 GHz
","4GB (
1 x 4GB Non Removable)","Intel UHD Graphics
",720p HD camera,"Wi-Fi 5(802.11ac) (Dual band) 1 x 1 
Bluetooth 4.1
","37WHrs, 2S1P, 2-cell Li-ion
","ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal
", Windows 11 Home,"32.54 x 21.60 x 1.99 ~ 1.99 cm (12.81"" x 8.50"" x 0.78"" ~ 0.78"") 
32.54 x 21.60 x 1.99 cm (12.81"" x 8.50"" x 0.78"")","1.55
kg","44,000৳"
ASUS VivoBook Flip 14 TM420UA 14-inch Full HD 360 Touch Display Ryzen 5 5500U 4GB 512GB SSD Laptop,Asus,Flip 14 TM420UA,"AMD Ryzen 5 5500U (8M Cache, 2.1GHz Up To 4.0GHz, 6 Cores)","4GB DDR4 3200MHz RAM, Memory Max Up To:12 GB
",AMD Radeon RX VEGA 7 Graphics,720p HD Camera,not found,"42WHrs, 3S1P, 3-Cell Li-Ion","Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz Universal","Windows 10
","32.40 X 22.00 X 1.82 ~ 1.82 Cm (12.76"" X 8.66"" X 0.72"" ~ 0.72"")",1.50 Kg (3.31 Lbs),"89,900৳"
MSI GF63 Thin 11SC 15.6 inch FHD 144HZ Display Core i5 11th Gen 8GB RAM 512GB SSD Gaming Laptop with GTX 1650 MAX Q 4GB Graphics,MSI,GF63 Thin 11SC,"Intel Core i5-11400H Processor( 12M Cache, 2.70 GHz up to 4.50 GHz)","8GB DDR4-3200MHZ RAM (Extra Ram Slot Available, Up To 64GB)",NVIDIA GeForce GTX 1650 MAX Q 4GB GDDR6,HD type (30fps 720p),"Gb LAN
802.11 ax Wi-Fi 6 + Bluetooth v5.1","3-Cell; Li-Polymer 53 Battery (Whr)
","120W adapter
",Windows 11 License,"359 x 254 x 21.7 mm
",1.86 kg light,"94,000৳"
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZE-M3050W 14.5 INCH OLED DISPLAY INTEL CORE I7 12TH GEN 16GB RAM 512GB SSD LAPTOP WITH RTX 3050 TI 4GB GRAPHICS,Asus,Zenbook Pro 14 Duo OLED UX8402ZE,"Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz)
Core 14
Thread 20
Cache 24 MB","16GB (on board) LPDDR5
","Intel Iris Xe Graphics 
NVIDIA GeForce RTX 3050 Ti",720p HD IR webcam with Windows Hello support,"Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","4S1P, 4-cell Li-ion
Capacity 76WHrs","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
","35.50 x 25.10 x 1.69 ~ 1.78 cm
","2.40 kg 
2.20 kg (without Battery)","269,990৳"
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH OLED 120HZ DISPLAY INTEL I7 12 GEN 16GB RAM 1TB SSD LAPTOP,Asus,Zenbook Pro 14 Duo OLED UX8402ZA,"Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz)
Core 14
Thread 20
",16GB LPDDR5,"Intel Iris Xe Graphics
",720p HD IR webcam with Windows Hello support,"Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","4S1P, 4-cell Li-ion 
76WHrs","ø6.0, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
","32.35 x 22.47 x 1.79 ~ 1.96 cm
","1.70 kg
","224,990৳"
ASUS VIVOBOOK PRO 15 M3500QC 15.6 INCH FULL HD DISPLAY RYZEN 7 5800H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS (KJ374W/KJ434W),Asus,VivoBook Pro 15 M3500QC,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","16GB DDR4 onboard
",NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,720p HD camera,"Wi-Fi 6 (802.11ax)
",63 Wh 3-cells lithium-polymer battery,"ø4.5, 120W AC Adapter, Output: 19V DC, 6.3A, 120W, Input: 100~240V AC 50/60Hz universal
","Windows 10 64-Bit
","35.98 x 23.53 x 1.89 ~ 1.99 cm
","Weight: 1.65 kg (With Battery)
","145,000৳"
ASUS TUF DASH F15 FX517ZC 15.6 INCH FHD 144HZ DISPLAY CORE I5 12TH GEN 8GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS (OFF-BLACK),Asus,TUF Dash F15 FX517ZC,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
","8GB DDR5-4800, SO-DIMM x 2 slots, 
Max Capacity: 32GB 
Support dual channel memory
",NVIDIA GeForce RTX 3050 Laptop GPU,HD camera,Wi-Fi 6(802.11ax),"76WHrs, 4S1P, 4-cell Li-ion
","ø6.0, 180W AC Adapter, 
Output: 20V DC, 12A, 240W, 
Input: 100-240V AC, 50/60Hz universal 
","Windows 11 Home
",354 x 251 x 19.9-20.7mm,2.00 Kg,"139,000৳"
ASUS ROG ZEPHYRUS G14 GA402RJ 14 INCH WQXGA 120HZ DISPLAY RYZEN 9 6900HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RX 6700S 8GB GRAPHICS,Asus,ROG ZEPHYRUS G14 GA402RJ,"AMD Ryzen 9 6900HS Mobile Processor(8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)
","16GB DDR5-4800 (8GB on board )
SO-DIMM 
Max Capacity : 24GB 
Support dual channel memory","AMD Radeon RX 6700S 
ROG Boost: up to 105W(SmartShift) 
8GB GDDR6",720P HD IR Camera for Windows Hello,Wi-Fi 6E(802.11ax),"76WHrs, 4S1P, 4-cell Li-ion","ø6.0, 240W AC Adapter, 
Output: 20V DC, 12A, 240W, 
Input: 100-240V AC, 50/60Hz universal
","Windows 11 Home
","31.2 x 22.7 x 1.95 ~ 1.95 cm (12.28″ x 8.94″ x 0.73″ ~ 0.73″)
","1.72 Kg (3.79 lbs)
","260,000৳"
ASUS PROART STUDIO BOOK H5600QR 16 INCH 4K OLED DISPLAY RYZEN 9 5900HX 32GB RAM 1TB SSD GAMING LAPTOP WITH 3070 8GB GRAPHICS,Asus,ProArt Studio book,"AMD Ryzen 9 5900HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.6 GHz max boost)
","32GB DDR4 SO-DIMM (16*2, Upgradeable, Need to remove bottom/top case)","Graphics: NVIDIA GeForce RTX 3070 Laptop GPU
VRAM:8GB GDDR6
","""HD camera with IR function to support Windows Hello
With privacy shutter""",Wi-Fi 5(802.11ac) (Dual band) 2*2,"90WHrs, 4S1P, 4-cell Li-ion
","ø6.0, 240W AC Adapter, 
Output: 20V DC, 12A, 240W, 
Input: 100~240V AC 50/60Hz universal
",Windows 11 Home,"36.20 x 26.40 x 1.99 ~ 2.14 cm 
(14.25"" x 10.39"" x 0.78"" ~ 0.84"")
","2.40 kg (5.29 lbs)
","338,000৳"
Apple MacBook Air MGNA3 MBA 13.3-inch Full HD Retina Display M1 Chip 8GB RAM 512GB SSD Laptop (Silver),Apple,MacBook Air,Apple M1,8GB unified memory (upgrade to 16GB ),Integrated graphics,720p FaceTime HD camera,"802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible","Lithium-Ion Polymer (LiPo)
Capacity Non-Removable: 49.9 Wh
Maximum Runtime: 18 Hours",30W USB-C Power Adapter,macOS,"11.97 x 8.36 x 0.63"" / 30.4 x 21.23 x 1.6 cm",2.8 pounds (1.29 kg),"142,000৳"
AVITA LIBER V14 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Snowflakes on Azure Blue),AVITA,LIBER V14,"Intel®Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",8GB LPDDR4x 3733MHz,Intel Iris Xe Graphics,720p HD,IEEE 802.11 b/g/n/ac,"Battery 7.6V 4900mAh 
Battery Type Li-ion Battery, 37.24 Wh 
Battery Play Time Up to 10 hrs","AC Input Voltage AC100~240V 50/60Hz 
DC Input Voltage 19V 2.1A",Windows 11 Home,W315 X H218 X D 15.9 mm,Starting from 1.28kg,"71,990৳"
AVITA LIBER V14 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Iris on Ruby),AVITA,LIBER V14,"Intel®Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",8GB LPDDR4x 3733MHz,Intel Iris Xe Graphics,720p HD,IEEE 802.11 b/g/n/ac,"Battery 7.6V 4900mAh 
Battery Type Li-ion Battery, 37.24 Wh 
Battery Play Time Up to 10 hrs","AC Input Voltage AC100~240V 50/60Hz 
DC Input Voltage 19V 2.1A",Windows 11 Home,W315 X H218 X D 15.9 mm,Starting from 1.28kg,"70,990৳"
AVITA LIBER V14 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Flowers on Yellow),AVITA,LIBER V14,"Intel®Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",8GB LPDDR4x 3733MHz,Intel Iris Xe Graphics,720p HD,IEEE 802.11 b/g/n/ac,"Battery 7.6V 4900mAh 
Battery Type Li-ion Battery, 37.24 Wh 
Battery Play Time Up to 10 hrs","AC Input Voltage AC100~240V 50/60Hz 
DC Input Voltage 19V 2.1A",Windows 11 Home,W315 X H218 X D 15.9 mm,Starting from 1.28kg,"71,990৳"
Microsoft Surface Laptop 4 13.5 inch PixelSense Multi-Touch Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,Microsoft,Surface Laptop 4,"Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz, with IPU)
","16GB LPDDR4x RAM
","Integrated Intel Iris Xe Graphics
",Windows Hello face authentication camera (front-facing)720p HD f2.0 camera (front-facing),"Wi-Fi 6: 802.11ax compatible
","Capacity 47.4 Wh
",Yes,"Windows 10 Home
","12.1” x 8.8” x 0.57” (308 mm x 223 mm x 14.5 mm)
","2.79 lbs (1,265 g)
","190,000৳"
DELL INSPIRON 15 3511 15.6 INCH FHD DISPLAY INTEL I3 11TH GEN 8GB RAM 256GB SSD MIST BLUE SPECKLE LAPTOP,Dell,Inspiron 15 3511,"Intel Core i3-1115G4 Processor
6M Cache, up to 4.10 GHz",8GB DDR4 3200MHz RAM ,Intel UHD Graphics ,HD Webcam,802.11ac 1x1 WiFi,"3-Cell Battery, 41WHr (Integrated)
",Yes,Windows 10,358.50 x 235.56 x 17.50 - 18.90mm,"1.73 kg
","56,000৳"
Dell Inspiron 15 3511 15.6 Full HD Display Core i3 11th Gen 8GB RAM 1TB HDD Laptop,Dell,Inspiron 15 3511,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",8GB DDR4 3200MHz RAM,Intel UHD Graphics ,"720p at 30 fps HD camera, single-integrated microphone",802.11ac 1x1 WiFi,"3-Cell Battery, 41WHr (Integrated)
",Yes,Windows 10,"Height (front): 0.68"" (17.50 mm) 
Height (rear): 0.74"" (18.99 mm) 
Width: 14.11"" (358.50 mm) 
Depth: 9.27"" (235.56 mm) ","1.85 kg
","54,500৳"
ASUS ZENBOOK 14 FLIP OLED UP5401EA 2.8K 90HZ TOUCH DISPLAY CORE I7 11TH GEN 16GB RAM 512GB SSD 2 IN 1 LAPTOP,Asus,Zenbook 14 Flip OLED UP5401EA,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",16GB LPDDR4X on board,"Intel Iris Xe Graphics
",720p HD camera,Wi-Fi 6(802.11ax),"63WHrs, 3S1P, 3-cell Li-ion
","TYPE-C, 100W AC Adapter, 
Output 20V DC, 5A, 100W, 
Input: 100~240V AC 50/60Hz universal 
",Windows 11 ,"31.10 x 22.30 x 1.59 ~ 1.59 cm 
(12.24"" x 8.78"" x 0.63"" ~ 0.63"")
",1.40 kg (3.09 lbs),"158,000৳"
ASUS ZENBOOK 14 FLIP OLED UP5401EA 2.8K 90HZ TOUCH DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD 2 IN 1 LAPTOP,Asus,Zenbook 14 Flip OLED UP5401EA,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)
","8GB LPDDR4X on board
","Intel Iris Xe Graphics
",720p HD camera,Wi-Fi 6(802.11ax),"63WHrs, 3S1P, 3-cell Li-ion
","TYPE-C, 100W AC Adapter, 
Output 20V DC, 5A, 100W, 
Input: 100~240V AC 50/60Hz universal 
",Windows 11 ,"31.10 x 22.30 x 1.59 ~ 1.59 cm 
(12.24"" x 8.78"" x 0.63"" ~ 0.63"")
",1.40 kg (3.09 lbs),"135,000৳"
Asus Vivobook S 16X OLED M5602RA 16 inch 4K Display Ryzen 7 6800H 16GB DDR5 RAM 512GB SSD Laptop (Sand Grey),Asus,Vivobook S 16X OLED M5602RA,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
","16GB DDR5 RAM
","AMD Radeon Graphics
",720P HD camera,Wi-Fi 6E(802.11ax) (Dual band) 2*2,"70WHrs, 3S1P, 3-cell Li-ion
","TYPE-C, 90W AC Adapter, 
Output 20V DC, 4.5A, 90W, 
Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
","35.79 x 25.24 x 1.79 ~ 1.79 cm 
(14.09"" x 9.94"" x 0.70"" ~ 0.70"")
","1.90 kg (4.19 lbs)
","149,000৳"
Asus Vivobook S 16X OLED M5602RA 16 inch 4K Display Ryzen 7 6800H 16GB DDR5 RAM 512GB SSD Laptop (Midnight Black),Asus,Vivobook S 16X OLED M5602RA,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
","16GB DDR5 RAM
","AMD Radeon Graphics
",720P HD camera,Wi-Fi 6E(802.11ax) (Dual band) 2*2,"70WHrs, 3S1P, 3-cell Li-ion
","TYPE-C, 90W AC Adapter, 
Output 20V DC, 4.5A, 90W, 
Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
","35.79 x 25.24 x 1.79 ~ 1.79 cm 
(14.09"" x 9.94"" x 0.70"" ~ 0.70"")
","1.90 kg (4.19 lbs)
","149,000৳"
ASUS VIVOBOOK 16X M1603QA 16 INCH OLED 4K DISPLAY AMD RYZEN 5 5600H 512GB SSD 8GB RAM LAPTOP (QUIET BLUE),Asus,Vivobook 16X M1603QA,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 16MB cache, up to 4.2 GHz Max Boost)
","8GB (8GB DDR4 on board ) 
Extra Ram Slot Available
",AMD Radeon Graphics,720p HD camera || With privacy shutter,"Wi-Fi 6(802.11ax) (Dual band) 2*2
Bluetooth 5.2","70WHrs, 3S1P, 3-cell Li-ion
","TYPE-C, 90W AC Adapter, 
Output 20V DC, 4.5A, 90W, 
Input: 100~240V AC 50/60Hz universal
","Windows 11 Home
","35.79 x 25.24 x 1.79 ~ 1.79 cm 
(14.09"" x 9.94"" x 0.70"" ~ 0.70"")
","1.90 kg (4.19 lbs)
","108,000৳"
Asus VivoBook 15 S513EQ 15.6 inch OLED Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop With MX350 2GB Graphics (L1734W/L1662W),Asus,VivoBook 15 S513EQ,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB 3200MHz DDR4 RAM (ON BOARD),Nvidia GeForce MX350 DDR5 2GB Graphics ,720p HD camera,"Wi-Fi Intel Wi-Fi 6 with Gig+ performance (802.11ax) 
Bluetooth V5.0","3 -Cell 42 Wh Battery
","65W power adapter 
Plug Type: ø4 (mm) 
(Output: 19V DC, 3.42A, 65W) 
(Input: 100-240V AC, 50/60Hz universal)",Windows 11 ,"Height: 1.61cm (0.63 inches) 
Width: 35.98cm (14.17 inches) 
Depth: 23.38cm (9.2 inches)",1.8kg (3.97 pounds),"99,800৳"
Asus VivoBook 15 S513EQ 15.6 inch Full HD OLED Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics,Asus,VivoBook 15 S513EQ,"Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)
",8GB 3200MHz DDR4 RAM (ON BOARD),Nvidia GeForce MX350 DDR5 2GB Graphics ,720p HD camera,"Wi-Fi Intel Wi-Fi 6 with Gig+ performance (802.11ax) 
Bluetooth V5.0","3 -Cell 42 Wh Battery
","65W power adapter 
Plug Type: ø4 (mm) 
(Output: 19V DC, 3.42A, 65W) 
(Input: 100-240V AC, 50/60Hz universal)",Windows 11 ,"Height: 1.61cm (0.63 inches) 
Width: 35.98cm (14.17 inches) 
Depth: 23.38cm (9.2 inches)",1.8kg (3.97 pounds),"118,000৳"
ASUS TUF GAMING A15 FA507RC 15.6 INCH FHD 144HZ DISPLAY RYZEN 7 6800H 8GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS - JAEGER GRAY,Asus,TUF GAMING A15 FA507RC,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
","8GB DDR5-4800MHZ SO-DIMM, 
Max Capacity:32GB, 
Support dual channel memory
","NVIDIA® GeForce RTX™ 3050 Laptop GPU
Graphic Wattage 1790MHz* at 95W (1740MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost)",720P HD camera,Wi-Fi 6(802.11ax) (Dual band) 2*2 ,"90WHrs, 4S1P, 4-cell Li-ion
","ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100-240V AC, 50/60Hz universal","Windows 11 Home
","35.4 x 25.1 x 2.24 ~ 2.49 cm 
(13.94"" x 9.88"" x 0.88"" ~ 0.98"")
","2.20 Kg (4.85 lbs)
","144,000৳"
Asus ExpertBook L1 L1500CDA 15.6 inch Full HD Display Ryzen 3 3250U 4GB Ram 512GB SSD Laptop,Asus,ExpertBook L1 L1500CDA,"AMD Ryzen 3 3250U Mobile Processor (2C/4T, 5MB Cache, 3.5 GHz Max Boost)
",4 GB DDR4 RAM (Additional Ram Slot Available) ,"AMD Radeon Graphics
",720p HD camera With privacy shutter,Wi-Fi 5(802.11ac),"42WHrs, 3S1P, 3-cell Li-ion
","ø4.5, 65W AC Adapter, 
Output: 19V DC, 3.42A, 65W, 
Input: 100~240V AC 50/60Hz universal
",Free DOS,"35.80 x 23.65 x 1.94 ~ 1.94 cm 
(14.09"" x 9.31"" x 0.76"" ~ 0.76"")
","1.75 kg (3.86 lbs)
","55,000৳"
ASUS ExpertBook B9 B9450FA 14-inch IPS Full HD Display Core i7 10th Gen 16GB RAM 1TB NVMe SSD Laptop,Asus,ExpertBook B9 B9450FA,"
Intel Core i7-10510 processor
1.8GHz quad-core with Turbo Boost (up to 4.9GHz) and 8MB cache",16GB 2133MHz LDDR3 onboard (dual-channel support),Integrated Intel UHD Graphics ,720p HD camera with microphone; IR camera,"Wi-Fi 6 (802.11ax)
",4 -Cell 66Wh lithium-polymer long-life rechargeable battery,"65W AC adapter
Plug Type: USB Type-C
Output: 20V DC, 3.25A, 65W
(Input: 100-240V AC, 50/60Hz universal)",Windows 10,"Height: 1.49cm (0.59 inches)
Width: 32.0cm (12.60 inches)
Depth: 20.3cm (7.99 inches)",0.995kg (2.19 pounds) with 66W battery,"160,000৳"
ASUS EXPERTBOOK B2 B2402CBA 14 INCH FHD LED DISPLAY INTEL CORE I5 1240P 12TH GEN 8GB RAM 512GB SSD LAPTOP,Asus,EXPERTBOOK B2 B2402CBA,"Processor Brand: Intel 
Processor Type.: Core i5 
Generation: 12th (Intel) 
Processor Model: Core i5 1240P 
Processor Base Frequency: 2.80GHz 
Processor Max Turbo Frequency: 4.70GHz 
Processor Core: 12 
Processor Thread: 16 
CPU Cache: 12MB 
","RAM: 8GB 
RAM Type: DDR4 
RAM Bus (MHz): 3200 MHz ",Integrated Intel UHD Graphics ,720p HD camera,"WiFi: Wi-Fi 6 (802.11ax) (Dual band) 2 x 2 + Bluetooth 5.2 
Bluetooth: Bluetooth 5.2 ","Battery: 3 Cell 
Battery Capacity: 48WHrs 
Battery Type: Li-ion 
Backup Time: Up to 10 Hrs. 
Power Adapter: 65W 
Adapter Type: AC Adapter ",not found,DOS,339.5 x 239.9 x 20.0 - 20.0mm,"1.60 kg
","99,000৳"
ASUS ExpertBook B1 B1500CEAE 15.6 inch FHD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop,Asus,ExpertBook B1 B1500CEAE,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
",8GB 3200MHZ DDR4 RAM,Integrated Intel UHD Graphics ,720p HD camera,Wi-Fi 6(802.11ax),"42WHrs, 3S1P, 3-cell Li-ion
","ø4.5, 65W AC Adapter, 
Output: 19V DC, 3.42A, 65W, 
Input: 100~240V AC 50/60Hz universal
",DOS,"35.80 x 23.65 x 1.94 ~ 1.94 cm 
(14.09"" x 9.31"" x 0.76"" ~ 0.76"") 
","1.73 kg (3.81 lbs)
","70,500৳"
ASUS EXPERTBOOK B1 B1400CEAE 14 INCH FULL HD DISPLAY CORE I7 11TH GEN 16GB RAM 512GB SSD LAPTOP,Asus,ExpertBook B1 B1400CEAE,"Processor Brand: Intel 
Processor Model: Core i7-1165G7 
Generation: 11th Gen 
Processor Frequency: 2.80 GHz up to 4.70 GHz 
Processor Core: 4 
Processor Thread: 8 
CPU Cache: 12MB ","RAM: 16GB
RAM Type: DDR4
Bus Speed: 3200MHz",Intel Iris Xe Graphics,720p HD camera,Wi-Fi 6(802.11ax),"42WHrs, 3S1P, 3-cell Li-ion
","ø4.5, 65W AC Adapter, 
Output: 19V DC, 3.42A, 65W, 
Input: 100~240V AC 50/60Hz universal
",DOS,"32.34 x 21.56 x 1.92 ~ 1.92 cm 
(12.73"" x 8.49"" x 0.76"" ~ 0.76"")
","1.45 kg (3.20 lbs)
","110,000৳"
ASUS ExpertBook B1 B1400CEAE 14 Inch Full HD Display Core i7 11th Gen 16GB RAM 1TB SSD Laptop,Asus,ExpertBook B1 B1400CEAE,"Processor Brand: Intel 
Processor Model: Core i7-1165G7 
Generation: 11th Gen 
Processor Frequency: 2.80 GHz up to 4.70 GHz 
Processor Core: 4 
Processor Thread: 8 
CPU Cache: 12MB ","RAM: 16GB
RAM Type: DDR4
Bus Speed: 3200MHz",Intel Iris Xe Graphics,720p HD camera,Wi-Fi 6(802.11ax),"42WHrs, 3S1P, 3-cell Li-ion
","ø4.5, 65W AC Adapter, 
Output: 19V DC, 3.42A, 65W, 
Input: 100~240V AC 50/60Hz universal
",DOS,"32.34 x 21.56 x 1.92 ~ 1.92 cm 
(12.73"" x 8.49"" x 0.76"" ~ 0.76"")
","1.45 kg (3.20 lbs)
","115,000৳"
